2025-10-11 15:54:10.408 [main] INFO  c.a.n.client.config.impl.LocalConfigInfoProcessor - LOCAL_SNAPSHOT_PATH:C:\Users\Lenovo\nacos\config
2025-10-11 16:36:27.209 [main] INFO  com.alibaba.nacos.common.remote.client - [32825778-3c54-43dd-b471-fa6fc84ae128_config-0] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1760171787027_127.0.0.1_57448
2025-10-11 16:36:27.210 [com.alibaba.nacos.client.remote.worker.0] INFO  com.alibaba.nacos.common.remote.client - [32825778-3c54-43dd-b471-fa6fc84ae128_config-0] Notify connected event to listeners.
2025-10-11 16:36:27.210 [main] INFO  com.alibaba.nacos.common.remote.client - [32825778-3c54-43dd-b471-fa6fc84ae128_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2025-10-11 16:36:27.210 [com.alibaba.nacos.client.remote.worker.0] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [32825778-3c54-43dd-b471-fa6fc84ae128_config-0] Connected,notify listen context...
2025-10-11 16:36:27.210 [main] INFO  com.alibaba.nacos.common.remote.client - [32825778-3c54-43dd-b471-fa6fc84ae128_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda/0x000001900348e838
2025-10-11 16:36:27.257 [main] WARN  c.a.cloud.nacos.client.NacosPropertySourceBuilder - Ignore the empty nacos configuration and get it based on dataId[zhiyan-nacos] & group[DEFAULT_GROUP]
2025-10-11 16:36:27.265 [main] WARN  c.a.cloud.nacos.client.NacosPropertySourceBuilder - Ignore the empty nacos configuration and get it based on dataId[zhiyan-nacos.yaml] & group[DEFAULT_GROUP]
2025-10-11 16:36:27.267 [main] INFO  o.s.c.b.c.PropertySourceBootstrapConfiguration - Located property source: [BootstrapPropertySource {name='bootstrapProperties-zhiyan-nacos.yaml,DEFAULT_GROUP'}, BootstrapPropertySource {name='bootstrapProperties-zhiyan-nacos,DEFAULT_GROUP'}]
2025-10-11 16:36:27.282 [main] INFO  hbnu.project.zhiyannacos.ZhiyanNacosApplication - No active profile set, falling back to 1 default profile: "default"
2025-10-11 16:36:28.139 [main] INFO  o.springframework.cloud.context.scope.GenericScope - BeanFactory id=80251554-f934-3abd-a805-62e0d8f40a39
2025-10-11 16:36:28.176 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$LoadBalancerInterceptorConfig' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$LoadBalancerInterceptorConfig] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). The currently created BeanPostProcessor [lbRestClientPostProcessor] is declared through a non-static factory method on that class; consider declaring it as static instead.
2025-10-11 16:36:28.178 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.loadbalancer.config.BlockingLoadBalancerClientAutoConfiguration' of type [org.springframework.cloud.loadbalancer.config.BlockingLoadBalancerClientAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-10-11 16:36:28.179 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.loadbalancer.config.LoadBalancerAutoConfiguration' of type [org.springframework.cloud.loadbalancer.config.LoadBalancerAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-10-11 16:36:28.182 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.commons.config.CommonsConfigAutoConfiguration' of type [org.springframework.cloud.commons.config.CommonsConfigAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-10-11 16:36:28.183 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.LoadBalancerDefaultMappingsProviderAutoConfiguration' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerDefaultMappingsProviderAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-10-11 16:36:28.184 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'loadBalancerClientsDefaultsMappingsProvider' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerDefaultMappingsProviderAutoConfiguration$$Lambda/0x0000019003564490] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-10-11 16:36:28.185 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'defaultsBindHandlerAdvisor' of type [org.springframework.cloud.commons.config.DefaultsBindHandlerAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-10-11 16:36:28.189 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'spring.cloud.loadbalancer-org.springframework.cloud.client.loadbalancer.LoadBalancerClientsProperties' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerClientsProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-10-11 16:36:28.195 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'default.org.springframework.cloud.loadbalancer.config.LoadBalancerAutoConfiguration.LoadBalancerClientSpecification' of type [org.springframework.cloud.loadbalancer.annotation.LoadBalancerClientSpecification] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-10-11 16:36:28.196 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'default.org.springframework.cloud.loadbalancer.config.BlockingLoadBalancerClientAutoConfiguration.LoadBalancerClientSpecification' of type [org.springframework.cloud.loadbalancer.annotation.LoadBalancerClientSpecification] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-10-11 16:36:28.198 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'loadBalancerClientFactory' of type [org.springframework.cloud.loadbalancer.support.LoadBalancerClientFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-10-11 16:36:28.200 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'blockingLoadBalancerClient' of type [org.springframework.cloud.loadbalancer.blocking.client.BlockingLoadBalancerClient] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-10-11 16:36:28.205 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'loadBalancerServiceInstanceCookieTransformer' of type [org.springframework.cloud.loadbalancer.core.LoadBalancerServiceInstanceCookieTransformer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-10-11 16:36:28.207 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'xForwarderHeadersTransformer' of type [org.springframework.cloud.loadbalancer.blocking.XForwardedHeadersTransformer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-10-11 16:36:28.207 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-10-11 16:36:28.208 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'loadBalancerRequestFactory' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerRequestFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-10-11 16:36:28.210 [main] WARN  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'loadBalancerInterceptor' of type [org.springframework.cloud.client.loadbalancer.LoadBalancerInterceptor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying). Is this bean getting eagerly injected into a currently created BeanPostProcessor [lbRestClientPostProcessor]? Check the corresponding BeanPostProcessor declaration and its dependencies.
2025-10-11 16:36:28.418 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 8849 (http)
2025-10-11 16:36:28.434 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-10-11 16:36:28.434 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.19]
2025-10-11 16:36:28.514 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-10-11 16:36:28.514 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1213 ms
2025-10-11 16:36:30.007 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2025-10-11 16:36:31.300 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2025-10-11 16:36:31.318 [main] WARN  o.s.c.l.c.LoadBalancerCacheAutoConfiguration$LoadBalancerCaffeineWarnLogger - Spring Cloud LoadBalancer is currently working with the default cache. While this cache implementation is useful for development and tests, it's recommended to use Caffeine cache in production.You can switch to using Caffeine cache, by adding it and org.springframework.cache.caffeine.CaffeineCacheManager to the classpath.
2025-10-11 16:36:31.324 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 19 endpoint(s) beneath base path '/actuator'
2025-10-11 16:36:31.408 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port 8849 (http) with context path ''
2025-10-11 16:36:31.413 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ans.namespace attribute : null
2025-10-11 16:36:31.413 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from ALIBABA_ALIWARE_NAMESPACE attribute :null
2025-10-11 16:36:31.415 [main] INFO  com.alibaba.nacos.client.naming - initializer namespace from namespace attribute :null
2025-10-11 16:36:31.419 [main] INFO  com.alibaba.nacos.client.naming - FailoverDataSource type is class com.alibaba.nacos.client.naming.backups.datasource.DiskFailoverDataSource
2025-10-11 16:36:31.422 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.impl.NacosClientAuthServiceImpl success.
2025-10-11 16:36:31.422 [main] INFO  c.a.n.p.auth.spi.client.ClientAuthPluginManager - [ClientAuthPluginManager] Load ClientAuthService com.alibaba.nacos.client.auth.ram.RamClientAuthServiceImpl success.
2025-10-11 16:36:31.489 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of 07553fe2-5dcf-4c03-96ac-2d84ce0dc931
2025-10-11 16:36:31.492 [main] INFO  com.alibaba.nacos.client.naming - Create naming rpc client for uuid->07553fe2-5dcf-4c03-96ac-2d84ce0dc931
2025-10-11 16:36:31.492 [main] INFO  com.alibaba.nacos.common.remote.client - [07553fe2-5dcf-4c03-96ac-2d84ce0dc931] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
2025-10-11 16:36:31.492 [main] INFO  com.alibaba.nacos.common.remote.client - [07553fe2-5dcf-4c03-96ac-2d84ce0dc931] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
2025-10-11 16:36:31.493 [main] INFO  com.alibaba.nacos.common.remote.client - [07553fe2-5dcf-4c03-96ac-2d84ce0dc931] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
2025-10-11 16:36:31.493 [main] INFO  com.alibaba.nacos.common.remote.client - [07553fe2-5dcf-4c03-96ac-2d84ce0dc931] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
2025-10-11 16:36:31.493 [main] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:127.0.0.1 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-10-11 16:36:31.610 [main] INFO  com.alibaba.nacos.common.remote.client - [07553fe2-5dcf-4c03-96ac-2d84ce0dc931] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1760171791499_127.0.0.1_57449
2025-10-11 16:36:31.610 [main] INFO  com.alibaba.nacos.common.remote.client - [07553fe2-5dcf-4c03-96ac-2d84ce0dc931] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2025-10-11 16:36:31.610 [com.alibaba.nacos.client.remote.worker.0] INFO  com.alibaba.nacos.common.remote.client - [07553fe2-5dcf-4c03-96ac-2d84ce0dc931] Notify connected event to listeners.
2025-10-11 16:36:31.610 [main] INFO  com.alibaba.nacos.common.remote.client - [07553fe2-5dcf-4c03-96ac-2d84ce0dc931] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda/0x000001900348e838
2025-10-11 16:36:31.610 [com.alibaba.nacos.client.remote.worker.0] INFO  com.alibaba.nacos.client.naming - Grpc connection connect
2025-10-11 16:36:31.613 [main] INFO  com.alibaba.nacos.client.naming - [REGISTER-SERVICE] 3936229d-c8b3-4947-9192-6b984dca44bf registering service zhiyan-nacos with instance Instance{instanceId='null', ip='192.168.226.1', port=8849, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={IPv6=[2409:8907:416:a16f:7d12:ed7:4442:98db], preserved.register.source=SPRING_CLOUD}}
2025-10-11 16:36:31.623 [main] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - nacos registry, DEFAULT_GROUP zhiyan-nacos 192.168.226.1:8849 register finished
2025-10-11 16:36:32.642 [main] INFO  org.springframework.cloud.commons.util.InetUtils - Cannot determine local hostname
2025-10-11 16:36:32.656 [main] INFO  hbnu.project.zhiyannacos.ZhiyanNacosApplication - Started ZhiyanNacosApplication in 9.266 seconds (process running for 10.206)
2025-10-11 16:36:32.664 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - config listener notify warn timeout millis use default 60000 millis 
2025-10-11 16:36:32.664 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - nacos.cache.data.init.snapshot = true 
2025-10-11 16:36:32.665 [main] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-3936229d-c8b3-4947-9192-6b984dca44bf-127.0.0.1_8848] [subscribe] zhiyan-nacos+DEFAULT_GROUP+3936229d-c8b3-4947-9192-6b984dca44bf
2025-10-11 16:36:32.670 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-3936229d-c8b3-4947-9192-6b984dca44bf-127.0.0.1_8848] [add-listener] ok, tenant=3936229d-c8b3-4947-9192-6b984dca44bf, dataId=zhiyan-nacos, group=DEFAULT_GROUP, cnt=1
2025-10-11 16:36:32.670 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - [Nacos Config] Listening config: dataId=zhiyan-nacos, group=DEFAULT_GROUP
2025-10-11 16:36:32.671 [main] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [fixed-3936229d-c8b3-4947-9192-6b984dca44bf-127.0.0.1_8848] [subscribe] zhiyan-nacos.yaml+DEFAULT_GROUP+3936229d-c8b3-4947-9192-6b984dca44bf
2025-10-11 16:36:32.671 [main] INFO  com.alibaba.nacos.client.config.impl.CacheData - [fixed-3936229d-c8b3-4947-9192-6b984dca44bf-127.0.0.1_8848] [add-listener] ok, tenant=3936229d-c8b3-4947-9192-6b984dca44bf, dataId=zhiyan-nacos.yaml, group=DEFAULT_GROUP, cnt=1
2025-10-11 16:36:32.671 [main] INFO  c.a.cloud.nacos.refresh.NacosContextRefresher - [Nacos Config] Listening config: dataId=zhiyan-nacos.yaml, group=DEFAULT_GROUP
2025-10-11 16:36:32.888 [RMI TCP Connection(3)-192.168.226.1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-10-11 16:36:32.889 [RMI TCP Connection(3)-192.168.226.1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-10-11 16:36:32.893 [RMI TCP Connection(3)-192.168.226.1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 3 ms
2025-10-11 17:24:30.199 [Thread-5] WARN  com.alibaba.nacos.common.notify.NotifyCenter - [NotifyCenter] Start destroying Publisher
2025-10-11 17:24:30.203 [Thread-2] WARN  c.alibaba.nacos.common.http.HttpClientBeanHolder - [HttpClientBeanHolder] Start destroying common HttpClient
2025-10-11 17:24:30.204 [Thread-2] WARN  c.alibaba.nacos.common.http.HttpClientBeanHolder - [HttpClientBeanHolder] Destruction of the end
2025-10-11 17:24:30.200 [Thread-5] WARN  com.alibaba.nacos.common.notify.NotifyCenter - [NotifyCenter] Destruction of the end
2025-10-11 17:24:30.231 [SpringApplicationShutdownHook] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - De-registering from Nacos Server now...
2025-10-11 17:24:30.231 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - [DEREGISTER-SERVICE] 3936229d-c8b3-4947-9192-6b984dca44bf deregistering service zhiyan-nacos with instance: Instance{instanceId='null', ip='192.168.226.1', port=8849, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={}}
2025-10-11 17:24:30.238 [SpringApplicationShutdownHook] INFO  c.a.cloud.nacos.registry.NacosServiceRegistry - De-registration finished.
2025-10-11 17:24:30.239 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.cache.ServiceInfoHolder do shutdown begin
2025-10-11 17:24:30.239 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.backups.FailoverReactor do shutdown begin
2025-10-11 17:24:30.240 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.backups.FailoverReactor do shutdown stop
2025-10-11 17:24:30.240 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.cache.ServiceInfoHolder do shutdown stop
2025-10-11 17:24:30.240 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.remote.NamingClientProxyDelegate do shutdown begin
2025-10-11 17:24:30.240 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.core.ServiceInfoUpdateService do shutdown begin
2025-10-11 17:24:30.240 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.core.ServiceInfoUpdateService do shutdown stop
2025-10-11 17:24:30.240 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.core.ServerListManager do shutdown begin
2025-10-11 17:24:30.240 [SpringApplicationShutdownHook] WARN  com.alibaba.nacos.client.naming - [NamingHttpClientManager] Start destroying NacosRestTemplate
2025-10-11 17:24:30.240 [SpringApplicationShutdownHook] WARN  com.alibaba.nacos.client.naming - [NamingHttpClientManager] Destruction of the end
2025-10-11 17:24:30.240 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.core.ServerListManager do shutdown stop
2025-10-11 17:24:30.240 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.remote.http.NamingHttpClientProxy do shutdown begin
2025-10-11 17:24:30.240 [SpringApplicationShutdownHook] WARN  com.alibaba.nacos.client.naming - [NamingHttpClientManager] Start destroying NacosRestTemplate
2025-10-11 17:24:30.240 [SpringApplicationShutdownHook] WARN  com.alibaba.nacos.client.naming - [NamingHttpClientManager] Destruction of the end
2025-10-11 17:24:30.240 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.remote.http.NamingHttpClientProxy do shutdown stop
2025-10-11 17:24:30.240 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - Shutdown naming grpc client proxy for  uuid->07553fe2-5dcf-4c03-96ac-2d84ce0dc931
2025-10-11 17:24:30.240 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - Shutdown grpc redo service executor java.util.concurrent.ScheduledThreadPoolExecutor@77fb1002[Running, pool size = 1, active threads = 0, queued tasks = 1, completed tasks = 955]
2025-10-11 17:24:30.240 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.common.remote.client - Shutdown rpc client, set status to shutdown
2025-10-11 17:24:30.241 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.common.remote.client - Shutdown client event executor java.util.concurrent.ScheduledThreadPoolExecutor@6109d880[Running, pool size = 2, active threads = 2, queued tasks = 0, completed tasks = 0]
2025-10-11 17:24:30.241 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.common.remote.client - Close current connection 1760171791499_127.0.0.1_57449
2025-10-11 17:24:30.242 [nacos-grpc-client-executor-127.0.0.1-558] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - [1760171791499_127.0.0.1_57449]Ignore complete event,isRunning:false,isAbandon=false
2025-10-11 17:24:30.245 [SpringApplicationShutdownHook] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - Shutdown grpc executor java.util.concurrent.ThreadPoolExecutor@3cc6f036[Running, pool size = 4, active threads = 0, queued tasks = 0, completed tasks = 560]
2025-10-11 17:24:30.246 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - shutdown and remove naming rpc client  for uuid ->07553fe2-5dcf-4c03-96ac-2d84ce0dc931
2025-10-11 17:24:30.246 [SpringApplicationShutdownHook] INFO  c.a.n.client.auth.ram.identify.CredentialWatcher - [null] CredentialWatcher is stopped
2025-10-11 17:24:30.246 [SpringApplicationShutdownHook] INFO  c.a.n.client.auth.ram.identify.CredentialService - [null] CredentialService is freed
2025-10-11 17:24:30.246 [SpringApplicationShutdownHook] INFO  com.alibaba.nacos.client.naming - com.alibaba.nacos.client.naming.remote.NamingClientProxyDelegate do shutdown stop
2025-10-11 18:37:43.552 [main] INFO  c.a.n.client.config.impl.LocalConfigInfoProcessor - LOCAL_SNAPSHOT_PATH:C:\Users\Lenovo\nacos\config
2025-10-11 18:37:43.555 [main] INFO  com.alibaba.nacos.common.remote.client - [RpcClientFactory] create a new rpc client of e149af5b-8fec-4b09-a47a-6ff71b6945e8_config-0
2025-10-11 18:37:43.572 [main] INFO  com.alibaba.nacos.common.remote.client - [e149af5b-8fec-4b09-a47a-6ff71b6945e8_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda/0x0000027481359958
2025-10-11 18:37:43.573 [main] INFO  com.alibaba.nacos.common.remote.client - [e149af5b-8fec-4b09-a47a-6ff71b6945e8_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda/0x0000027481359d68
2025-10-11 18:37:43.574 [main] INFO  com.alibaba.nacos.common.remote.client - [e149af5b-8fec-4b09-a47a-6ff71b6945e8_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
2025-10-11 18:37:43.574 [main] INFO  com.alibaba.nacos.common.remote.client - [e149af5b-8fec-4b09-a47a-6ff71b6945e8_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
2025-10-11 18:37:43.579 [main] INFO  com.alibaba.nacos.common.remote.client - [e149af5b-8fec-4b09-a47a-6ff71b6945e8_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
2025-10-11 18:37:43.599 [main] INFO  c.a.nacos.common.remote.client.grpc.GrpcClient - grpc client connection server:127.0.0.1 ip,serverPort:9848,grpcTslConfig:{"sslProvider":"","enableTls":false,"mutualAuthEnable":false,"trustAll":false}
2025-10-11 18:37:44.143 [main] INFO  c.a.n.common.ability.AbstractAbilityControlManager - Ready to get current node abilities...
2025-10-11 18:37:44.144 [main] INFO  c.a.n.common.ability.AbstractAbilityControlManager - Ready to initialize current node abilities, support modes: [SDK_CLIENT]
2025-10-11 18:37:44.145 [main] INFO  c.a.n.common.ability.AbstractAbilityControlManager - Initialize current abilities finish...
2025-10-11 18:37:44.145 [main] INFO  c.a.n.c.ability.discover.NacosAbilityManagerHolder - [AbilityControlManager] Successfully initialize AbilityControlManager
2025-10-11 18:37:44.251 [main] INFO  com.alibaba.nacos.common.remote.client - [e149af5b-8fec-4b09-a47a-6ff71b6945e8_config-0] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1760179064072_127.0.0.1_50725
2025-10-11 18:37:44.252 [main] INFO  com.alibaba.nacos.common.remote.client - [e149af5b-8fec-4b09-a47a-6ff71b6945e8_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
2025-10-11 18:37:44.252 [com.alibaba.nacos.client.remote.worker.0] INFO  com.alibaba.nacos.common.remote.client - [e149af5b-8fec-4b09-a47a-6ff71b6945e8_config-0] Notify connected event to listeners.
2025-10-11 18:37:44.252 [com.alibaba.nacos.client.remote.worker.0] INFO  com.alibaba.nacos.client.config.impl.ClientWorker - [e149af5b-8fec-4b09-a47a-6ff71b6945e8_config-0] Connected,notify listen context...
